Job ID,Job Title,Company Name,Language and Tools,Job Salary,City,Province,Job Link
1009380958193,Business Systems Analyst,TransLink,"Azure, Enterprise software, DevOps, Weblogic, SQL",$8K - $10K(Employer Est.),Vancouver,BC,"https://www.glassdoor.ca/job-listing/business-systems-analyst-translink-JV_IC2278756_KO0,24_KE25,34.htm?jl=1009380958193"
1009362865029,"Analyst, Business Systems",Fraser Health,"Research, Project management, Business requirements, Leadership, Information management",$34.67 - $49.83Ãƒâ€šÃ‚Â Per hour(Employer Est.),Surrey,BC,"https://www.glassdoor.ca/job-listing/analyst-business-systems-fraser-health-JV_IC4033126_KO0,24_KE25,38.htm?jl=1009362865029"
1009368187702,market research analyst,NUTRIZA INC.,"Sales, Python",$43.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),North York,ON,"https://www.glassdoor.ca/job-listing/market-research-analyst-nutriza-inc-JV_IC4035434_KO0,23_KE24,35.htm?jl=1009368187702"
1009381187274,Senior Strategic Business Analyst,Alberta Pensions Services Corporation (APS),"Public speaking, Change management, Presentation skills, Agile, Budgeting",$77K - $114K(Employer Est.),Edmonton,AB,"https://www.glassdoor.ca/job-listing/senior-strategic-business-analyst-alberta-pensions-services-corporation-aps-JV_IC2274961_KO0,33_KE34,75.htm?jl=1009381187274"
1009288633615,"Business Systems Analyst (Travel and Expense) - Mississauga, CAD- W2",Techprism.inc,"Jira, Writing skills, Mobile applications, R, Statistics",$34.28 - $55.07Ãƒâ€šÃ‚Â Per hour(Employer Est.),Mississauga,ON,"https://www.glassdoor.ca/job-listing/business-systems-analyst-travel-and-expense-mississauga-cad-w2-techprism-inc-JV_IC2280741_KO0,62_KE63,76.htm?jl=1009288633615"
1009341059641,database analyst,ZOMI Technology Ltd.,Python,$37.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Vancouver,BC,"https://www.glassdoor.ca/job-listing/database-analyst-zomi-technology-ltd-JV_IC2278756_KO0,16_KE17,36.htm?jl=1009341059641"
1009387411438,Functional Analyst,Desjardins,"Tableau, SAS, Python, Drafting, Control-M",,Montreal,QC,"https://www.glassdoor.ca/job-listing/functional-analyst-desjardins-JV_IC2296722_KO0,18_KE19,29.htm?jl=1009387411438"
1009382879960,Research Analyst,Ballad Consulting Group,"Adobe Photoshop, SQL, Writing skills, Adobe Illustrator, Research",$50K - $60K(Employer Est.),Edmonton,AB,"https://www.glassdoor.ca/job-listing/research-analyst-ballad-consulting-group-JV_IC2274961_KO0,16_KE17,40.htm?jl=1009382879960"
1009278149500,data analyst - informatics and systems,Belloy Geologists,"CSS, Python, Windows, Office Suite, Databases",$42.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Calgary,AB,"https://www.glassdoor.ca/job-listing/data-analyst-informatics-and-systems-belloy-geologists-JV_IC2275123_KO0,36_KE37,54.htm?jl=1009278149500"
1009390334477,Business Analyst - SAP Concur,Altis Recruitment,"SAP, ERP systems, Python, Office Suite, Project management",$50.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Toronto,ON,"https://www.glassdoor.ca/job-listing/business-analyst-sap-concur-altis-recruitment-JV_IC2281069_KO0,27_KE28,45.htm?jl=1009390334477"
1009384287750,CFD Analyst,Enerkem Inc.,"Bilingual, Tableau, Mechanical engineering, Python, Presentation skills",$65K - $72K(Glassdoor Est.),Sherbrooke,QC,"https://www.glassdoor.ca/job-listing/cfd-analyst-enerkem-inc-JV_IC2296701_KO0,11_KE12,23.htm?jl=1009384287750"
1009360189635,BI Engineer,COREL CORPORATION USA,"Power BI, Data modeling, Business intelligence, Tableau, PostgreSQL",$100K - $110K(Employer Est.),Canada,,"https://www.glassdoor.ca/job-listing/bi-engineer-corel-corporation-usa-JV_KO0,11_KE12,33.htm?jl=1009360189635"
1006065899713,Business Analyst,Net Solutions India,"Statistics, Product management, User acceptance testing, Agile, Business requirements",$57K - $75K(Glassdoor Est.),Toronto,ON,"https://www.glassdoor.ca/job-listing/business-analyst-net-solutions-india-JV_IC2281069_KO0,16_KE17,36.htm?jl=1006065899713"
1009391324935,HR Technology Lead and Data Analyst,City of Barrie,"Python, SAP SuccessFactors, SQL, Microsoft Access, Microsoft Outlook",$64K - $90K(Glassdoor Est.),Barrie,ON,"https://www.glassdoor.ca/job-listing/hr-technology-lead-and-data-analyst-city-of-barrie-JV_IC2282530_KO0,35_KE36,50.htm?jl=1009391324935"
1009379492070,database analyst,NRIT Consulting,Python,$43.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Calgary,AB,"https://www.glassdoor.ca/job-listing/database-analyst-nrit-consulting-JV_IC2275123_KO0,16_KE17,32.htm?jl=1009379492070"
1009379491946,database analyst,Rish Consulting,Python,$43.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Calgary,AB,"https://www.glassdoor.ca/job-listing/database-analyst-rish-consulting-JV_IC2275123_KO0,16_KE17,32.htm?jl=1009379491946"
1009386313349,Programmer Analyst,University of British Columbia,"Power BI, SQL, Business intelligence, Visual Basic, Relational databases",$7K - $10K(Employer Est.),Vancouver,BC,"https://www.glassdoor.ca/job-listing/programmer-analyst-university-of-british-columbia-JV_IC2278756_KO0,18_KE19,49.htm?jl=1009386313349"
1009381161527,artificial intelligence (AI) analyst,JAAJ Consultancy Services Inc.,"MATLAB, SQL, Big data, R, Laboratory experience",$48.50Ãƒâ€šÃ‚Â Per hour(Employer Est.),Milton,ON,"https://www.glassdoor.ca/job-listing/artificial-intelligence-ai-analyst-jaaj-consultancy-services-inc-JV_IC2286058_KO0,34_KE35,64.htm?jl=1009381161527"
1009390786635,Senior Business Analyst,Ivey Business School Foundation,"Data modeling, Relational databases, Business analysis, Research, SQL",$53K - $82K(Glassdoor Est.),London,ON,"https://www.glassdoor.ca/job-listing/senior-business-analyst-ivey-business-school-foundation-JV_IC2285502_KO0,23_KE24,55.htm?jl=1009390786635"
1009363887382,"Portfolio Management Analyst, Quantitative Equity","Connor, Clark & Lunn Financial Group",SQL,$90K - $180K(Employer Est.),Vancouver,BC,"https://www.glassdoor.ca/job-listing/portfolio-management-analyst-quantitative-equity-connor-clark-lunn-financial-group-JV_IC2278756_KO0,48_KE49,82.htm?jl=1009363887382"
1009241383328,Intermediate Business Analyst,Home Trust Company,"Bilingual, Data modeling, Customer service, Visio, Office Suite",$72K - $91K(Glassdoor Est.),Toronto,ON,"https://www.glassdoor.ca/job-listing/intermediate-business-analyst-home-trust-company-JV_IC2281069_KO0,29_KE30,48.htm?jl=1009241383328"
1009384879630,Power Market Analyst - 24321,Enverus,"Sales, Project planning, Statistics, SQL, Agile",$80K - $95K(Glassdoor Est.),Calgary,AB,"https://www.glassdoor.ca/job-listing/power-market-analyst-24321-enverus-JV_IC2275123_KO0,26_KE27,34.htm?jl=1009384879630"
1009384634082,Operations Technical Analyst,"Raymond James Financial, Inc.","Power BI, SQL, Writing skills, Statistics, Office Suite",$75K - $90K(Glassdoor Est.),Vancouver,BC,"https://www.glassdoor.ca/job-listing/operations-technical-analyst-raymond-james-financial-inc-JV_IC2278756_KO0,28_KE29,56.htm?jl=1009384634082"
1009373528059,Risk & Payments Data Analyst/Analyste de DonnÃƒÆ’Ã‚Â©es Risques & Paiements,Plusgrade,"Computer science, SQL, Schematics, Alteryx, Statistics",,Montreal,QC,"https://www.glassdoor.ca/job-listing/risk-payments-data-analyst-analyste-de-donnÃƒÆ’Ã‚Â©es-risques-paiements-plusgrade-JV_IC2296722_KO0,64_KE65,74.htm?jl=1009373528059"
1009382185761,Sr. Business Analyst,Transatlantic Business Consulting Inc.,"Software deployment, LAN, WAN, Computer networking",$80.00 - $100.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Ottawa,ON,"https://www.glassdoor.ca/job-listing/sr-business-analyst-transatlantic-business-consulting-inc-JV_IC2286068_KO0,19_KE20,57.htm?jl=1009382185761"
1009388267356,Analyste des rapports sur les Investissements,OMERS,"Python, Investment, Power BI, SQL, SQL",,Toronto,ON,"https://www.glassdoor.ca/job-listing/analyste-des-rapports-sur-les-investissements-omers-JV_IC2281069_KO0,45_KE46,51.htm?jl=1009388267356"
1009366496587,"Analyst, Marketing Analytics",Klick Health,"Google Tag Manager, Statistics, Tableau, SQL, Statistical analysis",$75K - $92K(Glassdoor Est.),Toronto,ON,"https://www.glassdoor.ca/job-listing/analyst-marketing-analytics-klick-health-JV_IC2281069_KO0,27_KE28,40.htm?jl=1009366496587"
1009385050863,ECON 24R - Economic Analyst,BC Public Service,"Statistical software, Statistics, Power BI, R, Statistics",$76K - $87K(Employer Est.),Victoria,BC,"https://www.glassdoor.ca/job-listing/econ-24r-economic-analyst-bc-public-service-JV_IC2279563_KO0,25_KE26,43.htm?jl=1009385050863"
1009385050863,ECON 24R - Economic Analyst,BC Public Service,"Statistical software, Statistics, Power BI, R, Statistics",$76K - $87K(Employer Est.),Victoria,NL,"https://www.glassdoor.ca/job-listing/econ-24r-economic-analyst-bc-public-service-JV_IC2279563_KO0,25_KE26,43.htm?jl=1009385050863"
1009385050863,ECON 24R - Economic Analyst,BC Public Service,"Statistical software, Statistics, Power BI, R, Statistics",$76K - $87K(Employer Est.),Victoria,MB,"https://www.glassdoor.ca/job-listing/econ-24r-economic-analyst-bc-public-service-JV_IC2279563_KO0,25_KE26,43.htm?jl=1009385050863"
1009338850146,Business Development Analyst,Source Energy Services Canada LP,"SQL, Oil & gas, Logistics, Office Suite, Statistics",$60K - $82K(Glassdoor Est.),Calgary,AB,"https://www.glassdoor.ca/job-listing/business-development-analyst-source-energy-services-canada-lp-JV_IC2275123_KO0,28_KE29,61.htm?jl=1009338850146"
1008724159789,Evergreen - Business Analyst - Winnipeg (Remote for Winnipeg),Togetherwork Talent Community,"Kanban, Statistics, Scrum, Agile, Business requirements",$60K - $80K(Employer Est.),Winnipeg,MB,"https://www.glassdoor.ca/job-listing/evergreen-business-analyst-winnipeg-remote-for-winnipeg-togetherwork-talent-community-JV_IC2286709_KO0,55_KE56,85.htm?jl=1008724159789"
1009322612737,"Data Integrity Analyst, Surgical Program (NSQIP)",Humber River Health,"Python, SQL, Microsoft Access, Writing skills, Office Suite",$71K - $80K(Glassdoor Est.),Toronto,ON,"https://www.glassdoor.ca/job-listing/data-integrity-analyst-surgical-program-nsqip-humber-river-health-JV_IC2281069_KO0,45_KE46,65.htm?jl=1009322612737"
1009369465788,24-144 Business Solutions Analyst,The City of Maple Ridge,"Computer science, Business requirements",$45.43 - $53.67Ãƒâ€šÃ‚Â Per hour(Employer Est.),Maple Ridge,BC,"https://www.glassdoor.ca/job-listing/24-144-business-solutions-analyst-the-city-of-maple-ridge-JV_IC4032413_KO0,33_KE34,57.htm?jl=1009369465788"
1008105647780,Category Business Analyst ( Evergreen),Canadian Tire Corporation,"Presentation skills, Retail management, Analytics",$55K - $71K(Glassdoor Est.),Toronto,ON,"https://www.glassdoor.ca/job-listing/category-business-analyst-evergreen-canadian-tire-corporation-JV_IC2281069_KO0,35_KE36,61.htm?jl=1008105647780"
1009317452306,business data analyst,SSMC BUSINESS SOLUTIONS INC.,Python,$40.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Surrey,BC,"https://www.glassdoor.ca/job-listing/business-data-analyst-ssmc-business-solutions-inc-JV_IC4033126_KO0,21_KE22,49.htm?jl=1009317452306"
1009382323538,Senior Fraud Data Analyst,Intact,"Bilingual, Power BI, SQL, SAS, SQL",$60K - $70K(Glassdoor Est.),Montreal,QC,"https://www.glassdoor.ca/job-listing/senior-fraud-data-analyst-intact-JV_IC2296722_KO0,25_KE26,32.htm?jl=1009382323538"
1009386020599,Senior Technical Business Analyst,Canadian Cancer Society,"No SQL, SQL, Microsoft Outlook, Salesforce, Visio",$70K(Glassdoor Est.),Vancouver,BC,"https://www.glassdoor.ca/job-listing/senior-technical-business-analyst-canadian-cancer-society-JV_IC2278756_KO0,33_KE34,57.htm?jl=1009386020599"
1009222611634,Frito Lay Canada Business Analyst (Contract),PepsiCo,"Python, SQL, Oracle, Procurement, SAP",$57K - $63K(Glassdoor Est.),Lethbridge,AB,"https://www.glassdoor.ca/job-listing/frito-lay-canada-business-analyst-contract-pepsico-JV_IC2275101_KO0,42_KE43,50.htm?jl=1009222611634"
1009376341268,Analyste spÃƒÆ’Ã‚Â©cialisÃƒÆ’Ã‚Â© en informatique - CybersÃƒÆ’Ã‚Â©curitÃƒÆ’Ã‚Â©/ Specialized Data Analyst,Ungava Tulattavik Health Center,"Bilingual, Tableau, Python, Chef",$221.92Ãƒâ€šÃ‚Â Per hour(Employer Est.),Quebec,QC,"https://www.glassdoor.ca/job-listing/analyste-spÃƒÆ’Ã‚Â©cialisÃƒÆ’Ã‚Â©-en-informatique-cybersÃƒÆ’Ã‚Â©curitÃƒÆ’Ã‚Â©-specialized-data-analyst-ungava-tulattavik-health-center-JV_KO0,74_KE75,106.htm?jl=1009376341268"
1009360457400,data analyst - informatics and systems,Colours of Punjabi Event Organization Inc.,"SQL, Python, Windows, Office Suite, Computer skills",$38.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Surrey,BC,"https://www.glassdoor.ca/job-listing/data-analyst-informatics-and-systems-colours-of-punjabi-event-organization-inc-JV_IC4033126_KO0,36_KE37,78.htm?jl=1009360457400"
1009363912557,"Senior Data Analyst, Pricing and Finance",ServiceTitan,"Pricing, SQL, Big data, Salesforce, Tableau",,British Columbia,BC,"https://www.glassdoor.ca/job-listing/senior-data-analyst-pricing-and-finance-servicetitan-JV_KO0,39_KE40,52.htm?jl=1009363912557"
1009367954565,Business Support Systems Analyst,Eastlink,"Agile, No SQL",$68K - $79K(Glassdoor Est.),Halifax,NS,"https://www.glassdoor.ca/job-listing/business-support-systems-analyst-eastlink-JV_IC2290928_KO0,32_KE33,41.htm?jl=1009367954565"
1009376311158,database analyst,INNTECH FUTURE INC.,"Microsoft Access, Oracle, R, SQL, Python",$42.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Beaumont,AB,"https://www.glassdoor.ca/job-listing/database-analyst-inntech-future-inc-JV_IC4031291_KO0,16_KE17,35.htm?jl=1009376311158"
1009360202412,Central Planning Analyst,T&T Supermarket,"Agile, SQL, Cantonese, ERP systems, Statistics",$50K - $53K(Glassdoor Est.),Markham,ON,"https://www.glassdoor.ca/job-listing/central-planning-analyst-tt-supermarket-JV_IC2280736_KO0,24_KE25,39.htm?jl=1009360202412"
1009337273988,Program and Budget Associate Analyst,Canon Canada,"SQL, Oracle, Office Suite, Statistics, Time management",$51K - $55K(Glassdoor Est.),Brampton,ON,"https://www.glassdoor.ca/job-listing/program-and-budget-associate-analyst-canon-canada-JV_IC2288053_KO0,36_KE37,49.htm?jl=1009337273988"
1009380767990,"Analyst, Supply Chain Replenishment",Loblaw Companies Limited,"SQL, SAP, Supply chain, Workday",$52K - $59K(Glassdoor Est.),Toronto,ON,"https://www.glassdoor.ca/job-listing/analyst-supply-chain-replenishment-loblaw-companies-limited-JV_IC2281069_KO0,34_KE35,59.htm?jl=1009380767990"
1009269624354,Business System Analyst,Intelliware,"Jira, Azure, Business analysis, Databases, SQL",$70K - $100K(Glassdoor Est.),Toronto,ON,"https://www.glassdoor.ca/job-listing/business-system-analyst-intelliware-JV_IC2281069_KO0,23_KE24,35.htm?jl=1009269624354"
1009379195874,Senior Business Analyst,eHealth Saskatchewan,"Project management, IT, Business requirements",$42.39 - $51.58Ãƒâ€šÃ‚Â Per hour(Employer Est.),Saskatchewan,SK,"https://www.glassdoor.ca/job-listing/senior-business-analyst-ehealth-saskatchewan-JV_KO0,23_KE24,44.htm?jl=1009379195874"
1009323258048,Supply Chain Analyst,Trojan Technologies,"SQL, Kanban, Writing skills, Presentation skills, Demand planning",$61K(Glassdoor Est.),London,ON,"https://www.glassdoor.ca/job-listing/supply-chain-analyst-trojan-technologies-JV_IC2285502_KO0,20_KE21,40.htm?jl=1009323258048"
1009296951976,database analyst,Vyoma Global Inc.,Python,$43.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),North York,ON,"https://www.glassdoor.ca/job-listing/database-analyst-vyoma-global-inc-JV_IC4035434_KO0,16_KE17,33.htm?jl=1009296951976"
1009368251129,"Analyst, Reliability",Porter Airlines Inc.,"SQL, Microsoft Access, R, Tableau, Statistics",$80K - $105K(Glassdoor Est.),Toronto,ON,"https://www.glassdoor.ca/job-listing/analyst-reliability-porter-airlines-inc-JV_IC2281069_KO0,19_KE20,39.htm?jl=1009368251129"
1009221734110,"Data Analyst, Clinical Division, Provincial Lab Data Analytics - Provincial Laboratory Medicine Services (PLMS)",PHSA,"Statistical software, Statistics, Cognos, Oracle, Data mining",$72K - $104K(Employer Est.),Vancouver,BC,"https://www.glassdoor.ca/job-listing/data-analyst-clinical-division-provincial-lab-data-analytics-provincial-laboratory-medicine-services-plms-phsa-JV_IC2278756_KO0,105_KE106,110.htm?jl=1009221734110"
1009390795075,Senior Systems Analyst,IG Wealth Management,"R, Statistics, Application development, SQL, Quality assurance",$44K - $58K(Glassdoor Est.),Toronto,ON,"https://www.glassdoor.ca/job-listing/senior-systems-analyst-ig-wealth-management-JV_IC2281069_KO0,22_KE23,43.htm?jl=1009390795075"
1009385910913,"Analyst, Network-GIS-NS&UC S",Apotex Inc.,"Python, QoS, SQL, Microsoft Outlook, Avaya",,North York,ON,"https://www.glassdoor.ca/job-listing/analyst-network-gis-ns-uc-s-apotex-inc-JV_IC4035434_KO0,27_KE28,38.htm?jl=1009385910913"
1009353272805,Business Analyst,IT Chapter,"Bilingual, Tableau, Business analysis, Python, Statistics",,Ottawa,ON,"https://www.glassdoor.ca/job-listing/business-analyst-it-chapter-JV_IC2286068_KO0,16_KE17,27.htm?jl=1009353272805"
1009373357856,Senior IT Business Analyst,Spark Power,"Oracle, SAP, Spark, NetSuite, Visio",$57K - $87K(Glassdoor Est.),Oakville,ON,"https://www.glassdoor.ca/job-listing/senior-it-business-analyst-spark-power-JV_IC2286067_KO0,26_KE27,38.htm?jl=1009373357856"
1009271317482,"analyst, database",Maverick Innogarage Inc,Python,$44.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Bowmanville,ON,"https://www.glassdoor.ca/job-listing/analyst-database-maverick-innogarage-inc-JV_IC2283157_KO0,16_KE17,40.htm?jl=1009271317482"
1009254919724,Power Platform Developer (Business Analyst 2),City of Burnaby,"SharePoint, IT, Business requirements, PowerShell",$8K(Employer Est.),Burnaby,BC,"https://www.glassdoor.ca/job-listing/power-platform-developer-business-analyst-2-city-of-burnaby-JV_IC2278200_KO0,43_KE44,59.htm?jl=1009254919724"
1009384930914,Senior Business Analyst,Fraser Health,Business requirements,$38.12 - $54.80Ãƒâ€šÃ‚Â Per hour(Employer Est.),Surrey,BC,"https://www.glassdoor.ca/job-listing/senior-business-analyst-fraser-health-JV_IC4033126_KO0,23_KE24,37.htm?jl=1009384930914"
1009356973218,Master Data & Supply Chain Solutions Analyst (12 Month Contract),Nestle Operational Services Worldwide SA,"Bilingual, Tableau, SQL, Customer service, SAP",$54K - $58K(Glassdoor Est.),Montreal,QC,"https://www.glassdoor.ca/job-listing/master-data-supply-chain-solutions-analyst-12-month-contract-nestle-operational-services-worldwide-sa-JV_IC2296722_KO0,60_KE61,101.htm?jl=1009356973218"
1009292346832,Salesforce Technical Business Analyst,fusionSpan,"Jira, Salesforce, Business analysis, Accounting, Business requirements",,Remote,,"https://www.glassdoor.ca/job-listing/salesforce-technical-business-analyst-fusionspan-JV_KO0,37_KE38,48.htm?jl=1009292346832"
1009371591113,Policy Analyst,BC First Nations Justice Council,"Program management, Management, Research, Statistics, Presentation skills",$60K - $79K(Employer Est.),British Columbia,BC,"https://www.glassdoor.ca/job-listing/policy-analyst-bc-first-nations-justice-council-JV_KO0,14_KE15,47.htm?jl=1009371591113"
1009288304118,Business Systems Analyst (Digital Investing),Questrade Financial Group,"Jira, Investment, Power BI, SQL, Confluence",$85K - $101K(Glassdoor Est.),Toronto,ON,"https://www.glassdoor.ca/job-listing/business-systems-analyst-digital-investing-questrade-financial-group-JV_IC2281069_KO0,42_KE43,68.htm?jl=1009288304118"
1009378077805,Research Analyst Student (RAS-0724-T),New Path Youth and Family Services,"Tableau, Power BI, SQL, Data mining, Customer service",$20.01 - $22.54Ãƒâ€šÃ‚Â Per hour(Employer Est.),Barrie,ON,"https://www.glassdoor.ca/job-listing/research-analyst-student-ras-0724-t-new-path-youth-and-family-services-JV_IC2282530_KO0,35_KE36,70.htm?jl=1009378077805"
1009332192156,Application Support Analyst,Fidelity Investments,"Customer service, Salesforce, Business analysis, Statistics, Financial services",$63K - $84K(Glassdoor Est.),Toronto,ON,"https://www.glassdoor.ca/job-listing/application-support-analyst-fidelity-investments-JV_IC2281069_KO0,27_KE28,48.htm?jl=1009332192156"
1009373152021,Pricing Analyst,Alliance Door Products,"Pricing, SQL, Microsoft Outlook, Statistics, Project management",$53K - $70K(Glassdoor Est.),Calgary,AB,"https://www.glassdoor.ca/job-listing/pricing-analyst-alliance-door-products-JV_IC2275123_KO0,15_KE16,38.htm?jl=1009373152021"
1008783968767,Forecast Business Analyst,Scarsin,"Python, SQL, Business intelligence, No SQL, Data warehouse",$60K - $100K(Glassdoor Est.),Uxbridge,ON,"https://www.glassdoor.ca/job-listing/forecast-business-analyst-scarsin-JV_IC2285704_KO0,25_KE26,33.htm?jl=1008783968767"
1009340580567,"Analyst, Workforce Planning",Element Fleet Management,"Power BI, SQL, Statistics, Office Suite, Presentation skills",$70K - $80K(Glassdoor Est.),Mississauga,ON,"https://www.glassdoor.ca/job-listing/analyst-workforce-planning-element-fleet-management-JV_IC2280741_KO0,26_KE27,51.htm?jl=1009340580567"
1009379094139,database analyst,Burnaby Digital Media Inc,Python,$41.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Regina,SK,"https://www.glassdoor.ca/job-listing/database-analyst-burnaby-digital-media-inc-JV_IC2291416_KO0,16_KE17,42.htm?jl=1009379094139"
1009359990134,BI Engineer,Parallels,"Power BI, Data modeling, Business intelligence, Tableau, PostgreSQL",$58K - $113K(Glassdoor Est.),Toronto,ON,"https://www.glassdoor.ca/job-listing/bi-engineer-parallels-JV_IC2281069_KO0,11_KE12,21.htm?jl=1009359990134"
1009380919863,Sr. Business Analyst ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Liquidity Reporting,CGI,"Jira, Data mining, SQL, Project management, Confluence",$69K - $95K(Glassdoor Est.),Toronto,ON,"https://www.glassdoor.ca/job-listing/sr-business-analyst-liquidity-reporting-cgi-JV_IC2281069_KO0,39_KE40,43.htm?jl=1009380919863"
1009362044902,"Supply Chain Master Data Analyst (Hybrid: Calgary, AB) - Hybrid",Enbridge Contingent Talent Community,"Power BI, SQL, Oracle, Accounts payable, Customer service",$56K - $78K(Glassdoor Est.),Calgary,AB,"https://www.glassdoor.ca/job-listing/supply-chain-master-data-analyst-hybrid-calgary-ab-hybrid-enbridge-contingent-talent-community-JV_IC2275123_KO0,57_KE58,94.htm?jl=1009362044902"
1009309680837,database analyst,Rainbook Enterprise Inc,Python,$37.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Richmond,BC,"https://www.glassdoor.ca/job-listing/database-analyst-rainbook-enterprise-inc-JV_IC2303209_KO0,16_KE17,40.htm?jl=1009309680837"
1009309680837,database analyst,Rainbook Enterprise Inc,Python,$37.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Richmond,QC,"https://www.glassdoor.ca/job-listing/database-analyst-rainbook-enterprise-inc-JV_IC2303209_KO0,16_KE17,40.htm?jl=1009309680837"
1009309680837,database analyst,Rainbook Enterprise Inc,Python,$37.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Richmond,NB,"https://www.glassdoor.ca/job-listing/database-analyst-rainbook-enterprise-inc-JV_IC2303209_KO0,16_KE17,40.htm?jl=1009309680837"
1009384733861,Senior Technology Risk Analyst,Mastercard,,$96K - $101K(Glassdoor Est.),Toronto,ON,"https://www.glassdoor.ca/job-listing/senior-technology-risk-analyst-mastercard-JV_IC2281069_KO0,30_KE31,41.htm?jl=1009384733861"
1009381161643,database analyst,ED Tech Network Solutions Ltd.,Python,$41.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Surrey,BC,"https://www.glassdoor.ca/job-listing/database-analyst-ed-tech-network-solutions-ltd-JV_IC4033126_KO0,16_KE17,46.htm?jl=1009381161643"
1009258324038,database analyst,AUREUS INFOTECH INC,Python,$42.56Ãƒâ€šÃ‚Â Per hour(Employer Est.),Brampton,ON,"https://www.glassdoor.ca/job-listing/database-analyst-aureus-infotech-inc-JV_IC2288053_KO0,16_KE17,36.htm?jl=1009258324038"
1009288915325,database analyst,Skynet Wireless Inc,Python,$37.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Langley,BC,"https://www.glassdoor.ca/job-listing/database-analyst-skynet-wireless-inc-JV_IC2277856_KO0,16_KE17,36.htm?jl=1009288915325"
1009337784859,database analyst,Snow Hub Inc.,Python,$42.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Calgary,AB,"https://www.glassdoor.ca/job-listing/database-analyst-snow-hub-inc-JV_IC2275123_KO0,16_KE17,29.htm?jl=1009337784859"
1009379574196,Benefits HR Analyst,City of Brampton,"Python, Office Suite, Statistics, PeopleSoft, HRIS",$86K - $97K(Employer Est.),Brampton,ON,"https://www.glassdoor.ca/job-listing/benefits-hr-analyst-city-of-brampton-JV_IC2288053_KO0,19_KE20,36.htm?jl=1009379574196"
1009381518766,"Analyst, Data Integrity and Key Controls",Royal Bank of Canada,"Jira, Financial auditing, Business analysis, Databases, Data management",$48K - $77K(Glassdoor Est.),Halifax,NS,"https://www.glassdoor.ca/job-listing/analyst-data-integrity-and-key-controls-royal-bank-of-canada-JV_IC2290928_KO0,39_KE40,60.htm?jl=1009381518766"
1009290416339,Innovation Marketing Senior Data Analyst,Autodesk,"Tableau, Computer science, Power BI, Data modeling, R",$85K - $140K(Glassdoor Est.),Montreal,QC,"https://www.glassdoor.ca/job-listing/innovation-marketing-senior-data-analyst-autodesk-JV_IC2296722_KO0,40_KE41,49.htm?jl=1009290416339"
1009384685641,Continuous Improvement Analyst - (12 Month Term Certain),Agriculture Financial Services Corporation,"Statistics, Presentation skills, Continuous improvement, Financial services, No SQL",$76K - $101K(Employer Est.),Lacombe,AB,"https://www.glassdoor.ca/job-listing/continuous-improvement-analyst-12-month-term-certain-agriculture-financial-services-corporation-JV_IC2275100_KO0,52_KE53,95.htm?jl=1009384685641"
1009241239123,database analyst,EPIC - Educational Program Innovations Center,Python,$43.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Mississauga,ON,"https://www.glassdoor.ca/job-listing/database-analyst-epic-educational-program-innovations-center-JV_IC2280741_KO0,16_KE17,60.htm?jl=1009241239123"
1009384877595,business analyst - computer systems,APITable Ltd.,"Python, Office Suite, E-commerce, Quality assurance, Presentation skills",$44.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Markham,ON,"https://www.glassdoor.ca/job-listing/business-analyst-computer-systems-apitable-ltd-JV_IC2280736_KO0,33_KE34,46.htm?jl=1009384877595"
1009248596343,data analyst - informatics and systems,CBK INTERNATIONAL INC,"Python, No SQL",$43.00Ãƒâ€šÃ‚Â Per hour(Employer Est.),Mississauga,ON,"https://www.glassdoor.ca/job-listing/data-analyst-informatics-and-systems-cbk-international-inc-JV_IC2280741_KO0,36_KE37,58.htm?jl=1009248596343"
1009366340373,Business Analyst (Intermediate) 7647-1812,Foilcon,"Jira, Computer operation, Azure, Oracle, Waterfall",$60K - $100K(Glassdoor Est.),Toronto,ON,"https://www.glassdoor.ca/job-listing/business-analyst-intermediate-7647-1812-foilcon-JV_IC2281069_KO0,39_KE40,47.htm?jl=1009366340373"
